record_id,field_id,date,state,district,crop,crop_variety,growth_stage,crop_age_days,area_acres,soil_type,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,leaf_wetness_hours,sunlight_hours,irrigation_level,previous_disease,previous_pest,disease_history,pest_history,ndvi,vegetation_health,disease,disease_probability,pest,pest_probability,severity,risk_score,risk_level,recommended_action,data_source
REC_02504,FIELD_076,2026-06-07,Gujarat,Bharuch,Banana,Robusta,Vegetative,69,4.0,Alluvial,7.27,133,56,46,91.5,23.9,62.3,0.0,0.32,18.6,3.8,9.7,Excessive,1,1,High,High,0.442,34.0,Banana Sigatoka Leaf Spot,0.76,Banana Pseudostem Weevil,0.82,HIGH,98.3,CRITICAL,Spray Propiconazole 25 EC with mineral oil emulsion; cut diseased leaves Also Deploy split pseudostem disc traps; swab with Chlorpyrifos,synthetic_training_data
REC_09971,FIELD_005,2025-06-01,Punjab,Patiala,Wheat,PBW-550 Early,Crown Root,21,9.7,Alluvial,6.66,80,58,40,88.1,20.5,92.0,49.6,0.62,11.1,10.4,2.8,Deficit,0,0,Low,Moderate,0.552,58.3,Wheat Brown Rust,0.85,None,0.09,MEDIUM,59.0,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_03599,FIELD_066,2025-09-22,Tamil Nadu,Coimbatore,Groundnut,GG-20 Bold,Flowering,50,8.4,Medium Black,6.19,70,41,41,88.8,27.1,72.7,3.7,0.45,24.9,1.9,6.9,Excessive,0,1,None,High,0.477,30.3,Tikka Leaf Spot,0.74,Thrips,0.89,HIGH,78.5,CRITICAL,Spray Carbendazim + Mancozeb @ 2g/L; avoid water stagnation Also Install blue sticky traps; spray Spinosad 45 SC,synthetic_training_data
REC_01863,FIELD_081,2025-07-15,Punjab,Bathinda,Cotton,Bollgard-II,Boll Formation,125,11.1,Deep Clay,6.41,54,38,85,93.4,39.7,87.5,38.3,0.65,12.2,5.6,2.5,Adequate,1,1,High,High,0.476,28.1,Cotton Leaf Curl Virus,0.95,None,0.08,HIGH,81.3,CRITICAL,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_07147,FIELD_012,2025-09-09,Maharashtra,Nagpur,Chili,Guntur Sannam,Flowering,71,3.6,Red Sandy,6.46,94,17,63,88.5,30.1,55.7,0.8,0.52,10.0,5.0,8.4,Excessive,0,0,Low,Moderate,0.634,67.2,Chili Anthracnose,0.71,Thrips,0.84,MEDIUM,71.2,HIGH,Spray Azoxystrobin 23% SC or Difenoconazole; pick diseased pods Also Spray Spinosad 45 SC; install blue sticky traps,synthetic_training_data
REC_07557,FIELD_100,2025-10-25,Telangana,Adilabad,Pigeon Pea,BDN-711 White,Maturity,140,1.6,Medium Black,6.26,81,28,75,86.5,35.1,39.6,0.0,0.06,4.9,4.3,8.7,Excessive,1,0,High,None,0.76,70.6,Chickpea Fusarium Wilt,0.68,None,0.03,MEDIUM,50.4,MEDIUM,Crop rotation with sorghum; soil application of Trichoderma,synthetic_training_data
REC_00522,FIELD_086,2026-03-12,Tamil Nadu,Erode,Sugarcane,Co-98014,Tillering,103,14.7,Clay Loam,6.87,79,41,21,82.5,28.7,53.1,0.0,0.34,21.3,0.9,9.7,Excessive,0,0,None,Moderate,0.781,90.0,Sugarcane Smut,0.67,None,0.12,LOW,29.0,LOW,Remove and incinerate whips in plastic bags; dip setts in Propiconazole,synthetic_training_data
REC_03065,FIELD_026,2025-07-21,Punjab,Bathinda,Cotton,RCH-659 Hybrid,Boll Bursting,153,1.6,Medium Black,7.57,101,40,52,73.2,26.5,79.1,19.2,0.78,13.7,5.4,6.3,Adequate,0,0,Low,None,0.705,78.1,Cotton Bacterial Blight,0.71,None,0.04,MEDIUM,34.7,MEDIUM,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_09178,FIELD_095,2026-07-01,West Bengal,Burdwan,Rice,Basmati-Super,Seedling,23,2.6,Clay,7.06,82,55,76,57.9,23.1,95.0,11.5,0.99,23.6,11.7,5.0,Deficit,0,0,Low,Low,0.662,77.5,Rice Blast,0.74,None,0.03,LOW,42.5,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_03612,FIELD_061,2025-08-27,Punjab,Ludhiana,Rice,IR-64 High-Yield,Seedling,25,5.7,Clay,6.72,63,36,58,94.4,26.4,96.5,27.1,0.77,18.0,14.4,4.6,Deficit,0,1,Low,High,0.568,52.4,Rice Blast,0.84,None,0.13,MEDIUM,71.4,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_09144,FIELD_092,2025-10-07,Andhra Pradesh,Guntur,Chili,Byadagi,Fruit Setting,100,4.4,Loam,5.74,83,32,73,84.9,30.5,93.2,25.6,0.69,21.4,6.6,4.2,Rainfed,0,0,None,Moderate,0.757,73.9,Chili Anthracnose,0.71,None,0.13,LOW,40.8,MEDIUM,Spray Azoxystrobin 23% SC or Difenoconazole; pick diseased pods,synthetic_training_data
REC_06412,FIELD_058,2026-01-28,West Bengal,Burdwan,Rice,Basmati-Super,Booting,82,12.0,Alluvial,6.44,115,10,68,56.7,34.9,91.1,14.4,0.77,24.0,13.3,3.2,Deficit,1,0,High,Low,0.572,56.9,Bacterial Leaf Blight,0.91,None,0.2,HIGH,65.7,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_06194,FIELD_004,2026-01-18,Madhya Pradesh,Sehore,Wheat,Sharbati Gold,Maturity,119,7.9,Loam,7.0,72,36,62,80.2,25.6,80.5,42.8,0.7,10.5,14.5,4.1,Adequate,0,0,None,Moderate,0.711,73.4,Wheat Brown Rust,0.67,None,0.09,MEDIUM,41.2,MEDIUM,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_07849,FIELD_062,2025-10-20,Gujarat,Banaskantha,Potato,Kufri Jyoti,Haulm Senescence,95,7.5,Sandy Loam,6.12,116,59,50,90.1,22.0,30.4,2.7,0.47,6.4,4.3,8.6,Excessive,0,1,Low,High,0.648,68.8,Potato Black Scurf,0.7,None,0.07,LOW,44.4,MEDIUM,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_02890,FIELD_083,2025-06-21,Gujarat,Rajkot,Cotton,Bt-Cotton-II,Seedling,23,3.7,Medium Black,7.68,118,38,61,79.1,28.0,75.7,31.8,0.7,22.8,14.8,4.0,Adequate,0,0,Low,None,0.643,69.7,Cotton Bacterial Blight,0.75,None,0.06,LOW,43.2,MEDIUM,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
REC_09594,FIELD_004,2026-02-24,Madhya Pradesh,Khandwa,Onion,Pusa Red,Vegetative,40,6.5,Alluvial,7.2,68,51,60,63.1,27.4,46.6,0.0,0.27,24.1,3.4,6.3,Rainfed,0,0,Moderate,Low,0.771,84.5,None,0.07,Thrips,0.71,LOW,28.4,LOW,Install blue sticky traps; spray Fipronil 5 SC,synthetic_training_data
REC_00634,FIELD_004,2026-05-21,Andhra Pradesh,Chittoor,Tomato,Arka Rakshak,Flowering,49,4.1,Loam,6.49,78,19,58,43.2,24.5,30.2,0.0,0.19,23.9,1.4,6.3,Deficit,0,0,None,None,0.726,94.7,None,0.09,None,0.11,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02591,FIELD_041,2025-07-30,West Bengal,Burdwan,Rice,Pusa-44,Milking,118,11.3,Clay Loam,6.62,86,67,47,32.3,30.5,36.7,0.0,0.38,16.3,3.9,7.4,Deficit,0,0,Low,Moderate,0.73,84.3,Bacterial Leaf Blight,0.63,None,0.09,LOW,26.9,LOW,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_01400,FIELD_078,2025-08-14,Madhya Pradesh,Sehore,Wheat,Sharbati Gold,Milking,111,4.4,Loam,7.72,124,33,21,92.4,18.8,95.2,41.7,0.89,24.7,10.8,5.7,Rainfed,0,0,None,Moderate,0.495,55.3,Wheat Powdery Mildew,0.9,None,0.11,HIGH,62.4,HIGH,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_08449,FIELD_096,2025-06-14,Punjab,Patiala,Wheat,HD-2967 Prime,Seedling,13,10.7,Clay Loam,5.83,98,43,32,75.1,24.8,95.9,9.1,0.98,17.1,6.4,4.0,Adequate,0,0,Moderate,Moderate,0.498,52.9,Wheat Brown Rust,0.71,Termites,0.44,HIGH,56.3,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_02313,FIELD_100,2026-04-13,Haryana,Karnal,Rice,Swarna Medium,Panicle Initiation,59,11.3,Clay,7.26,65,41,43,74.4,22.2,80.9,10.1,0.71,12.9,7.8,2.7,Adequate,0,1,Moderate,High,0.499,62.1,Rice Blast,0.8,Brown Planthopper,0.4,MEDIUM,62.1,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_03644,FIELD_049,2025-10-21,Maharashtra,Nashik,Tomato,Arka Rakshak,Vegetative,33,11.4,Sandy Loam,6.56,57,49,75,69.5,33.3,65.3,3.4,0.52,12.6,0.8,10.7,Rainfed,1,0,High,Low,0.394,42.6,Tomato Leaf Curl,0.92,Whiteflies,0.73,HIGH,87.1,CRITICAL,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL Also Install yellow sticky cards; spray NSKE 5% neem extract,synthetic_training_data
REC_07220,FIELD_068,2026-05-05,West Bengal,Burdwan,Rice,Pusa-44,Booting,80,11.6,Alluvial,6.79,42,66,67,95.2,30.9,84.8,45.9,0.91,8.0,10.4,3.6,Adequate,0,0,None,Low,0.538,59.1,Bacterial Leaf Blight,0.92,None,0.16,HIGH,62.3,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_05981,FIELD_073,2026-04-28,Madhya Pradesh,Chhindwara,Maize,ProAgro-4212,Knee High,36,1.3,Sandy Loam,7.48,70,31,54,52.8,35.6,74.9,2.1,0.42,12.9,2.2,9.5,Adequate,0,0,None,Moderate,0.731,81.0,None,0.02,None,0.09,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_06832,FIELD_023,2026-02-25,Haryana,Hisar,Wheat,DBW-187,Crown Root,28,8.9,Loam,6.99,52,58,43,93.9,11.7,97.5,29.4,0.61,16.2,15.3,3.4,Deficit,0,0,None,Moderate,0.534,56.6,Wheat Yellow Rust,0.66,None,0.06,MEDIUM,52.3,HIGH,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_07417,FIELD_094,2026-06-28,Rajasthan,Kota,Wheat,PBW-550 Early,Maturity,116,3.3,Alluvial,5.39,61,25,55,80.6,27.6,77.7,50.5,0.68,14.3,6.1,3.6,Deficit,0,0,Moderate,Low,0.705,66.1,Wheat Brown Rust,0.73,None,0.06,MEDIUM,42.9,MEDIUM,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_07489,FIELD_004,2026-02-19,Telangana,Warangal,Rice,Pusa-44,Heading,93,10.9,Alluvial,7.06,95,15,35,80.6,22.5,86.7,28.8,0.57,7.0,12.2,3.3,Rainfed,0,1,Moderate,High,0.555,55.3,Rice Blast,0.77,None,0.11,MEDIUM,61.3,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_00338,FIELD_039,2025-06-06,Madhya Pradesh,Vidisha,Chickpea,JAKI-9218,Maturity,115,9.5,Black Soil,7.21,90,12,91,64.5,23.6,55.0,0.0,0.01,18.5,1.3,6.6,Rainfed,0,1,Low,High,0.604,52.3,Chickpea Fusarium Wilt,0.79,Pod Borer,0.5,MEDIUM,62.7,HIGH,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_08470,FIELD_011,2026-05-23,Uttar Pradesh,Meerut,Wheat,HD-2967 Prime,Tillering,42,14.0,Clay Loam,7.85,86,26,43,94.0,17.9,88.9,40.7,0.9,7.9,13.3,6.5,Excessive,0,0,Moderate,None,0.509,52.5,Wheat Powdery Mildew,0.76,None,0.15,HIGH,54.3,HIGH,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_08132,FIELD_025,2025-07-05,Tamil Nadu,Erode,Sugarcane,CoM-0265,Maturity,348,4.5,Deep Black,6.11,70,33,52,93.2,35.5,91.2,50.3,0.56,16.0,10.3,4.8,Deficit,0,0,None,Moderate,0.57,60.3,Sugarcane Red Rot,0.72,None,0.05,HIGH,55.0,HIGH,Rogue infected clumps; drench root zone with Trichoderma; ensure drainage,synthetic_training_data
REC_04677,FIELD_004,2025-08-30,Madhya Pradesh,Indore,Tomato,Vaibhav Fresh,Seedling,13,1.1,Loam,6.6,121,32,38,61.7,22.5,86.3,23.1,0.9,16.2,5.1,4.4,Adequate,1,1,High,High,0.623,59.6,Tomato Late Blight,0.98,None,0.18,MEDIUM,73.3,HIGH,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_04165,FIELD_003,2025-12-13,Telangana,Nizamabad,Maize,DKC-9108,Seedling,14,3.5,Loam,6.48,91,66,56,87.8,34.4,43.4,0.0,0.14,25.0,4.7,9.1,Excessive,0,0,None,Low,0.818,95.5,None,0.2,None,0.12,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08350,FIELD_050,2025-08-04,Punjab,Bathinda,Cotton,Suraj,Vegetative,45,6.9,Medium Black,7.21,86,66,48,77.5,32.8,73.5,0.0,0.36,10.2,4.7,8.6,Adequate,0,0,Low,Low,0.574,50.9,Cotton Leaf Curl Virus,0.82,Whiteflies,0.7,MEDIUM,65.7,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds Also Install yellow sticky traps (20/acre); spray Spiromesifen 22.9 SC,synthetic_training_data
REC_06467,FIELD_052,2026-02-02,Telangana,Warangal,Cotton,Bollgard-II,Flowering,93,10.9,Black Soil,7.21,110,25,85,52.9,33.6,67.3,1.1,0.47,5.6,2.8,6.6,Adequate,0,0,Low,Low,0.714,67.0,Cotton Leaf Curl Virus,0.9,None,0.04,LOW,38.6,MEDIUM,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_04889,FIELD_030,2026-02-06,Madhya Pradesh,Indore,Tomato,Sivaji F1,Fruit Maturation,114,12.4,Loam,7.14,98,42,22,67.6,22.6,61.5,3.3,0.51,4.3,3.6,7.1,Adequate,0,1,Low,High,0.723,80.2,None,0.15,None,0.11,LOW,9.4,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02658,FIELD_067,2025-12-28,Karnataka,Kolar,Tomato,Abhinav Hybrid,Seedling,13,7.2,Loam,6.89,82,27,25,89.1,20.3,82.1,29.0,0.72,22.1,7.7,4.7,Excessive,0,0,None,Low,0.663,73.2,Tomato Late Blight,0.85,None,0.13,MEDIUM,49.1,MEDIUM,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_00581,FIELD_095,2026-05-19,Tamil Nadu,Thanjavur,Banana,Red Banana,Harvest,348,9.2,Clay Loam,7.45,74,60,50,78.9,36.4,50.7,0.0,0.17,4.6,4.9,9.3,Excessive,0,0,None,None,0.825,90.1,None,0.1,None,0.17,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07957,FIELD_032,2026-04-16,Bihar,Vaishali,Tomato,Arka Rakshak,Vegetative,41,9.9,Loam,7.68,110,44,24,53.3,18.3,76.9,0.0,0.13,27.3,0.3,9.2,Rainfed,0,0,Moderate,Moderate,0.827,91.1,None,0.05,None,0.11,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08026,FIELD_076,2025-06-01,Gujarat,Junagadh,Groundnut,GG-20 Bold,Flowering,60,12.4,Sandy Loam,6.6,68,28,45,95.1,26.2,62.8,0.0,0.17,5.3,1.3,7.4,Excessive,0,0,Moderate,None,0.807,88.2,None,0.21,None,0.04,LOW,8.5,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02363,FIELD_004,2026-07-20,Andhra Pradesh,Anantapur,Groundnut,JL-24,Pod Development,101,10.7,Sandy Loam,6.54,49,41,56,53.3,30.6,60.7,0.0,0.19,21.5,2.4,10.6,Adequate,0,0,Moderate,Low,0.61,62.7,Groundnut Collar Rot,0.76,Spodoptera Cutworm,0.85,MEDIUM,69.5,HIGH,Seed treatment with Trichoderma harzianum; avoid deep planting Also Spray SlNPV @ 250 LE/ha or Emamectin Benzoate 5 SG,synthetic_training_data
REC_07582,FIELD_016,2025-06-17,Telangana,Warangal,Rice,Swarna Medium,Panicle Initiation,74,3.7,Clay Loam,7.4,115,26,42,23.8,22.6,70.4,0.0,0.06,17.6,3.9,6.7,Deficit,0,0,None,Moderate,0.831,81.6,Rice Blast,0.68,None,0.14,LOW,27.6,LOW,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_09118,FIELD_033,2025-07-19,Gujarat,Dahod,Soybean,JS-9560 Early,Flowering,47,6.5,Black Cotton Soil,6.27,70,12,33,78.4,27.2,69.8,0.0,0.05,7.6,2.6,10.9,Excessive,1,1,High,High,0.458,51.3,Soybean Anthracnose,0.95,Spodoptera Armyworm,0.96,HIGH,98.5,CRITICAL,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L Also Deploy Spodolure pheromone traps; spray Novaluron 10 EC,synthetic_training_data
REC_00346,FIELD_074,2026-04-28,West Bengal,Burdwan,Rice,IR-64 High-Yield,Booting,78,11.4,Clay Loam,7.46,78,36,66,87.0,28.5,35.7,0.0,0.35,9.1,2.8,7.8,Excessive,0,1,Low,High,0.751,83.0,None,0.03,None,0.09,LOW,14.6,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05301,FIELD_068,2025-12-25,Madhya Pradesh,Chhindwara,Maize,Bio-9681,Silking,75,1.0,Sandy Loam,6.35,117,10,33,57.2,32.1,45.9,3.2,0.55,14.8,4.2,10.1,Rainfed,0,0,Low,Moderate,0.815,94.2,None,0.21,None,0.16,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08461,FIELD_062,2026-01-30,Maharashtra,Aurangabad,Maize,PAC-751,Tasseling,43,4.8,Sandy Loam,7.2,107,63,40,95.8,27.6,92.5,6.6,0.71,17.8,15.1,2.3,Excessive,0,0,Moderate,Moderate,0.753,74.4,Northern Corn Leaf Blight,0.72,None,0.1,LOW,50.5,MEDIUM,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_09237,FIELD_094,2026-02-22,Haryana,Karnal,Rice,Swarna Medium,Seedling,19,12.6,Alluvial,7.17,120,52,74,57.7,24.2,93.3,7.2,0.63,5.0,12.1,3.6,Adequate,0,0,Moderate,Moderate,0.704,66.2,Rice Blast,0.79,None,0.19,LOW,47.9,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_05993,FIELD_071,2026-06-27,Rajasthan,Kota,Wheat,DBW-187,Milking,101,9.3,Loam,6.58,51,24,56,40.0,24.4,57.8,0.0,0.1,24.6,1.6,11.0,Deficit,0,0,Low,None,0.778,92.3,None,0.19,None,0.13,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_00613,FIELD_081,2025-10-31,Telangana,Warangal,Cotton,Bt-Cotton-II,Boll Formation,96,5.6,Black Soil,6.19,84,37,53,66.6,29.8,83.4,22.6,0.62,8.4,9.4,2.9,Rainfed,0,0,None,None,0.498,54.2,Cotton Bacterial Blight,0.8,Pink Bollworm,0.68,HIGH,67.9,HIGH,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L) Also Install 5-8 pheromone traps/acre; spray Flubendiamide 39.35 SC,synthetic_training_data
REC_03124,FIELD_003,2025-12-03,Telangana,Warangal,Rice,Swarna Medium,Milking,105,4.5,Clay Loam,6.9,28,43,66,54.6,26.4,66.6,0.0,0.29,22.1,0.1,6.5,Adequate,0,0,None,None,0.782,82.7,None,0.15,None,0.02,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05428,FIELD_019,2026-05-26,Uttar Pradesh,Varanasi,Rice,MTU-1010,Maturity,121,7.5,Clay,7.36,58,52,56,60.7,26.5,32.5,1.8,0.42,8.6,2.7,9.8,Adequate,1,0,High,Moderate,0.623,75.3,Rice Blast,0.8,None,0.07,MEDIUM,49.5,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_08048,FIELD_094,2025-11-07,Maharashtra,Aurangabad,Maize,Pioneer-3396,Knee High,39,5.3,Alluvial,6.25,64,69,38,24.6,32.9,75.8,0.0,0.34,23.4,3.0,7.4,Deficit,1,0,High,None,0.741,68.8,Common Corn Rust,0.62,None,0.16,LOW,41.6,MEDIUM,Spray Propiconazole 25 EC @ 1ml/L at first golden pustule,synthetic_training_data
REC_05497,FIELD_003,2025-06-08,West Bengal,Burdwan,Rice,Basmati-Super,Maturity,124,12.6,Alluvial,6.24,105,58,33,78.3,33.4,35.0,2.1,0.5,7.1,0.5,10.6,Excessive,0,0,None,Moderate,0.732,92.3,None,0.11,None,0.19,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_05287,FIELD_091,2025-11-14,Madhya Pradesh,Ujjain,Soybean,NRC-37,Emergence,15,5.4,Medium Black,7.35,83,29,51,64.1,32.8,97.6,22.2,0.85,9.7,12.8,5.9,Rainfed,0,1,Low,High,0.518,59.2,Soybean Anthracnose,0.76,None,0.04,HIGH,63.9,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_09003,FIELD_082,2025-07-24,West Bengal,Hooghly,Potato,Kufri Chipsona,Haulm Senescence,102,2.2,Loam,7.76,107,35,62,89.4,16.4,88.4,8.4,0.81,20.4,12.7,5.3,Excessive,0,0,Moderate,Low,0.706,74.6,Potato Late Blight,0.89,None,0.08,LOW,50.0,MEDIUM,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_09846,FIELD_060,2025-09-17,Bihar,Patna,Potato,Kufri Chandramukhi,Haulm Senescence,106,3.4,Loam,6.05,93,40,36,79.7,16.8,77.3,28.3,0.59,24.1,12.6,6.4,Deficit,1,0,High,Moderate,0.546,67.5,Potato Late Blight,0.98,None,0.09,HIGH,71.5,HIGH,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_02000,FIELD_004,2026-06-05,Andhra Pradesh,Anantapur,Groundnut,Kadiri-6,Flowering,59,3.2,Medium Black,7.12,90,53,31,90.6,33.7,91.5,25.6,0.59,6.7,14.0,6.1,Rainfed,0,0,None,Low,0.494,58.1,Groundnut Collar Rot,0.85,None,0.04,MEDIUM,60.9,HIGH,Seed treatment with Trichoderma harzianum; avoid deep planting,synthetic_training_data
REC_06444,FIELD_090,2025-10-05,Punjab,Bathinda,Cotton,Bt-Cotton-II,Boll Formation,115,2.0,Medium Black,7.21,91,47,38,94.2,30.5,46.7,0.0,0.19,12.0,4.5,8.0,Excessive,1,0,High,Moderate,0.595,60.9,Cotton Leaf Curl Virus,0.96,None,0.19,MEDIUM,62.5,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_05944,FIELD_023,2026-01-17,Karnataka,Kolar,Tomato,Abhinav Hybrid,Vegetative,25,12.7,Red Sandy,8.45,52,36,46,74.5,20.7,50.0,1.7,0.49,4.2,0.4,8.3,Rainfed,1,0,High,Low,0.614,55.9,Tomato Late Blight,0.8,None,0.1,MEDIUM,54.7,HIGH,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_03339,FIELD_075,2026-03-11,Maharashtra,Solapur,Chickpea,JAKI-9218,Seedling,16,2.8,Black Soil,7.4,99,22,47,39.9,22.9,67.6,0.0,0.09,13.3,3.5,10.7,Deficit,0,0,Moderate,Low,0.647,72.8,Chickpea Fusarium Wilt,0.8,None,0.14,MEDIUM,38.6,MEDIUM,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_00718,FIELD_030,2025-06-24,West Bengal,Burdwan,Rice,Basmati-Super,Panicle Initiation,57,6.3,Clay,6.08,109,25,43,52.6,24.7,90.4,17.3,0.71,9.6,15.3,5.9,Rainfed,0,1,None,High,0.626,64.2,Rice Blast,0.94,None,0.16,HIGH,60.7,HIGH,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_01323,FIELD_029,2026-03-25,Tamil Nadu,Erode,Sugarcane,Co-0238 Champion,Grand Growth,126,9.8,Deep Black,5.34,123,39,51,60.9,32.4,37.0,0.0,0.2,5.3,4.6,10.0,Rainfed,1,0,High,Moderate,0.49,55.4,Sugarcane Smut,0.97,None,0.19,HIGH,61.1,HIGH,Remove and incinerate whips in plastic bags; dip setts in Propiconazole,synthetic_training_data
REC_00112,FIELD_031,2026-01-30,Haryana,Hisar,Wheat,HD-2967 Prime,Jointing,56,8.0,Clay Loam,7.08,39,33,42,79.4,23.6,77.2,0.0,0.17,7.0,4.9,10.0,Excessive,0,1,Moderate,High,0.492,57.0,Wheat Brown Rust,0.86,Aphids,0.4,HIGH,68.0,HIGH,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves,synthetic_training_data
REC_06766,FIELD_042,2026-06-17,Maharashtra,Aurangabad,Maize,Pioneer-3396,Maturity,107,12.6,Sandy Loam,6.84,106,43,38,77.7,23.8,80.1,14.0,0.91,21.2,13.1,5.7,Rainfed,0,1,None,High,0.37,38.8,Northern Corn Leaf Blight,0.9,Aphids,0.44,HIGH,75.1,CRITICAL,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_08216,FIELD_067,2025-07-24,Madhya Pradesh,Ujjain,Soybean,NRC-37,Vegetative,35,11.6,Clay Loam,7.72,62,11,44,91.6,30.6,93.9,41.5,0.7,7.6,14.5,3.9,Rainfed,0,0,Low,None,0.537,57.3,Soybean Anthracnose,0.79,Stem Fly,0.46,MEDIUM,74.0,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_04739,FIELD_031,2025-08-06,West Bengal,Burdwan,Rice,Pusa-44,Seedling,22,11.5,Clay Loam,6.76,82,52,24,67.4,35.5,70.6,0.0,0.02,14.9,0.7,10.0,Rainfed,1,1,High,High,0.588,67.8,Bacterial Leaf Blight,0.7,None,0.15,HIGH,54.0,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_04885,FIELD_063,2025-06-08,Telangana,Warangal,Cotton,Bunny Bt,Boll Bursting,130,6.1,Deep Clay,5.72,71,36,57,68.3,27.6,97.1,13.6,0.9,25.6,15.9,4.8,Deficit,0,0,Low,Moderate,0.653,81.6,Cotton Bacterial Blight,0.69,None,0.04,MEDIUM,48.1,MEDIUM,Spray Copper Oxychloride 50 WP (2.5g/L) + Streptocycline (1g/10L),synthetic_training_data
